Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1676165084.177	  1296.098	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr11
13	:	1676165573.309	   809.935	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr13
12	:	1676165195.694	  1283.117	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr12
14	:	1676165659.733	   839.983	0	171	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr14
15	:	1676165827.584	   790.927	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr15
16	:	1676165843.798	  1026.696	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr16
18	:	1676166383.289	   614.128	0	153	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr18
21	:	1676166618.552	   379.481	0	126	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr21
20	:	1676166499.722	   679.127	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr20
22	:	1676166870.588	   483.156	0	144	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr22
17	:	1676166380.294	   985.044	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr17
19	:	1676166478.895	   919.397	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr19
