Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
178	:	1661891031.584	     0.051	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr10
179	:	1661891031.617	     0.020	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr11
180	:	1661891031.636	     0.114	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr12
181	:	1661891031.749	     0.087	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr13
182	:	1661891031.820	     0.018	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr14
183	:	1661891031.836	     0.137	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr15
184	:	1661891031.972	     0.046	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr16
185	:	1661891032.017	     0.028	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr17
186	:	1661891032.044	     0.034	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr18
187	:	1661891032.077	     0.045	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr19
188	:	1661891032.107	     0.016	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr20
189	:	1661891032.122	     0.031	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr21
190	:	1661891032.153	     0.030	0	62	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chr22
191	:	1661891032.184	     0.059	0	61	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chrX
192	:	1661891032.244	     0.036	0	61	0	0	split_wrapper ../dataDerived/methylBedBySample/109.bed ../dataDerived/methylBedByChrom/ chrY
193	:	1661891032.280	     0.038	0	61	0	0	split_wrapper ../dataDerived/methylBedBySample/110.bed ../dataDerived/methylBedByChrom/ chr1
